Name,Description,CostPrice,TaxRate,CostIncTax,SalePriceIncTax,IsVariablePrice,MarginPerc,TaxExemptEligible,RRPrice,BottleDepositItemName,Barcode,Category,Size,Colour,ProductType,TareWeight,ProductId,AgeRestriction
"Indomie Onion Pk","Indomie Onion Pk",7.99000, ,7.99000,9.99000,,0.200200,,0, , ,noodles, , ,Standard, ,1612102, 
"Yam 1kg","Yam 1kg",2.27000, ,2.27000,3.50000,,0.351430,,0, , ,Tubers, , ,Weighed, ,1612241, 
"Ghana taste Peanut Butter","Ghana taste Peanut Butter",2.20000, ,2.20000,2.99000,,0.264210,,0, ,5020580562366,Grocery, , ,Standard, ,1612455, 
"Hot Pepper/Rodo","Hot Pepper",6.29000, ,6.29000,9.00000,,0.301110,,0, , ,spice, , ,Weighed, ,1612476, 
"Sweet Potatoes 1kg","Sweet Potatoes 1kg",3.81000, ,3.81000,4.99000,,0.236470,,0, , ,Plantain, , ,Weighed, ,1612495, 
"Yellow Croaker 3kg","Yellow Croaker 3kg",12.75000, ,12.75000,15.99000,,0.202630,,0, ,5025728009437,Fish, , ,Standard, ,1612615, 
"Red Fish","Red Fish",3.72000, ,3.72000,5.99000,,0.378960,,0, , ,Fish, , ,Weighed, ,1612660, 
"Red Snapper","Red Snapper",4.00000, ,4.00000,5.99000,,0.332220,,0, , ,Fish, , ,Weighed, ,1612751, 
"Mirgal  Myan","Mirgal  Myan",4.00000, ,4.00000,5.99000,,0.332220,,0, , ,Fish, , ,Standard, ,1612822, 
"Rohu Myanmar","Rohu Myanmar",3.00000, ,3.00000,4.20000,,0.285710,,0, , ,Fish, , ,Standard, ,1612829, 
"Boal BD","Boal BD",6.50000, ,6.50000,8.99000,,0.276970,,0, , ,Fish, , ,Standard, ,1612836, 
"Ayr BD","Ayr BD",8.50000, ,8.50000,11.99000,,0.291080,,0, , ,Fish, , ,Standard, ,1612844, 
"Dathi Fish","Dathi Fish",4.00000, ,4.00000,5.99000,,0.332220,,0, , ,Fish, , ,Weighed, ,1612878, 
"Sprats Fish","Spratsi Fish",3.00000, ,3.00000,5.99000,,0.499170,,0, , ,Fish, , ,Weighed, ,1612892, 
"Hake Fish","Hake Fish",3.75000, ,3.75000,5.99000,,0.373960,,0, , ,Fish, , ,Weighed, ,1612981, 
"Iwisa 10kg","Iwisa 10kg",10.99000, ,10.99000,15.99000,,0.312700,,0, ,5025971207215,flour, , ,Standard, ,1613236, 
"Red Bull","Red Bull",0.91000, ,0.91000,1.20000,,0.241670,,0, ,90162602,Drinks, , ,Standard, ,1660987, 
"TS Tamarind Drink","Tamarind Drink",1.10000, ,1.10000,1.50000,,0.266670,,0, ,5029788199497,Drinks, , ,Standard, ,1660997, 
<,<,0.00000, ,0.00000,0.00000,,0.000000,,0, , , , , ,Standard, ,1661008, 
"Green Chili","Green Chili",3.75000, ,3.75000,5.00000,,0.250000,,0, , ,Peppers, , ,Weighed, ,1663986, 
"Bitter cola","Bitter cola",3.00000, ,3.00000,5.00000,,0.400000,,0, ,2920,snacks, , ,Standard, ,1724617, 
Mazoe,Mazoe,4.35000, ,4.35000,6.99000,,0.377680,,0, ,"5449000243867,5449000095572,5449000011510,5449000062994",Drinks, , ,Standard, ,1724949, 
"Meat pie 3","Meat pie 3",3.90000, ,3.90000,5.00000,,0.220000,,0, , , , , ,Standard, ,1762339, 
Meatpie,Meatpie,1.30000, ,1.30000,2.00000,,0.350000,,0, , , , , ,Standard, ,1762356, 
"Dry Pomo Ijebu 500g","Pomo Ijebu 500g",3.60000, ,3.60000,5.00000,,0.280000,,0, ,44511726357, , , ,Standard, ,1804816, 
"Chicken feet","Chicken feet",2.90000, ,2.90000,3.99000,,0.273180,,0, ,4750303020798,"Frozen Protein", , ,Standard, ,1812403, 
"Yellow Gari 1.5kg","Yellow Gari 1.5kg",2.70000, ,2.70000,3.49000,,0.226360,,0, ,"5061004296252,5060601508058",Garri, , ,Standard, ,1840739, 
Zobo,Zobo,3.33000, ,3.33000,3.99000,,0.165410,,0, , ,Drinks, , ,Standard, ,1845645, 
Kadoo,Kadoo,4.83000, ,4.83000,5.99000,,0.193660,,0, , ,spice, , ,Weighed, ,1880152, 
Kerela,Kerela,4.00000, ,4.00000,5.80000,,0.310340,,0, , ,spice, , ,Weighed, ,1880198, 
"frozen minced Okra","frozen minced Okra",1.75000, ,1.75000,2.50000,,0.300000,,0, ,8125675626576,Grocery, , ,Standard, ,1880490, 
"Frozen Scotch bonnet","Frozen Scotch bonnet",2.60000, ,2.60000,2.99000,,0.130430,,0, , ,Peppers, , ,Standard, ,1880608, 
"Molokhia ewedu(Frozen)","Molokhia ewedu(Frozen)",1.00000, ,1.00000,1.50000,,0.333330,,0, ,3760046821041,vegetrables, , ,Standard, ,1880644, 
"Miondo Cassava Sticks","Miondo Cassava Sticks",2.20000, ,2.20000,2.99000,,0.264210,,0, , ,Groceries, , ,Standard, ,1880712, 
"Baracuda 1kg","Baracuda 1kg",3.50000, ,3.50000,4.70000,,0.255320,,0, , ,Fish, , ,Weighed, ,1880845, 
"Baracuda Steak 1kg","Baracuda Steak 1kg",4.50000, ,4.50000,5.99000,,0.248750,,0, ,787099233914,Fish, , ,Standard, ,1880915, 
"Small Sprat 1kg","Small Sprat 1kg",4.00000, ,4.00000,5.99000,,0.332220,,0, , ,Fish, , ,Standard, ,1881069, 
"Turkey Gizzard","Turkey Gizzard",3.50000, ,3.50000,4.99000,,0.298600,,0, ,44512737362,"Frozen Protein", , ,Standard, ,1881445, 
"Badia Sea Salt 269g","Badia Sea Salt 269g",1.40000, ,1.40000,1.99000,,0.296480,,0, ,033844004347,spice, , ,Standard, ,1881953, 
"Frozen okra","Frozen okra",0.90000, ,0.90000,1.50000,,0.400000,,0, ,8125675626576,Groceries, , ,Standard, ,1897803, 
"Derica 210g","Derica 210g",0.92000, ,0.92000,1.30000,,0.292310,,0, ,8055510221584,spice, , ,Standard, ,1987367, 
"Orijin 200ml 2","Orijin 200ml 2",3.40000, ,3.40000,6.50000,,0.476920,,0, ,5010103933599,Drinks, , ,Standard, ,2016137, 
"Orijin Bitters 1","Orijin Bitters 1",1.70000, ,1.70000,3.50000,,0.514290,,0, ,5010103933599,Drinks, , ,Standard, ,2016146, 
"Alomo Bitters 2","Alomo Bitters 2",3.50000, ,3.50000,5.00000,,0.300000,,0, ,6033000342577, , , ,Standard, ,2016164, 
"Alomo BItters","Alomo BItters",1.75000, ,1.75000,2.99000,,0.414720,,0, ,6033000342577,Drinks, , ,Standard, ,2016561, 
Snail,Snail,13.00000, ,13.00000,18.99000,,0.315430,,0, ,"9632220008880,9222655706651","Frozen Protein", , ,Standard, ,2018397, 
"Mamas Choice Plantain fufu 4kg","Mamas Choice Plantain fufu 4kg",23.75000, ,23.75000,29.99000,,0.208070,,0, ,854141000081,flour, , ,Standard, ,2019056, 
"Vita malt Classic Pack of 6","Vita malt Classic Pack of 6",5.40000, ,5.40000,7.50000,,0.280000,,0, ,"737297000184,737297000092",Drinks, , ,Standard, ,2032324, 
Vitamalt,Vitamalt,1.10000, ,1.10000,1.50000,,0.266670,,0, ,"5741000002315,5741000004609",Drinks, , ,Standard, ,2032473, 
"Supermalt  330ml Pack of 12","Supermalt  330ml Pack of 12",10.20000, ,10.20000,12.99000,,0.214780,,0, ,5741000232590,Drinks, , ,Standard, ,2032687, 
"Bama 3885ml","Bama 3885ml",3.45000, ,3.45000,4.80000,,0.281250,,0, ,8410300367680,Grocery, , ,Standard, ,2033601, 
"Limca Can","Limca Can",0.50000, ,0.50000,0.80000,,0.375000,,0, ,8901764051258,Drinks, , ,Standard, ,2035313, 
"Frozen Ugu Leaves 500g","Frozen Ugu Leaves 500g",2.23000, ,2.23000,2.90000,,0.231030,,0, ,5061069142327,vegetrables, , ,Standard, ,2036662, 
"Twisted Spaghetti","Twisted Spaghetti",1.10000, ,1.10000,1.50000,,0.266670,,0, ,6156000032290,Grocery, , ,Standard, ,2037818, 
"Tomatoes Box 5kg","Tomatoes Box",7.91000, ,7.91000,10.50000,,0.246670,,0, , ,vegetrables, , ,Standard, ,2056518, 
"Rodo/Hot Pepper Box 3.5kg","Rodo/Hot Pepper Box 3kg",25.30000, ,25.30000,32.99000,,0.233100,,0, , ,spice, , ,Standard, ,2056558, 
"Dunns River Black eye beans 400g","Dunns River Black eye beans 400g",0.63000, ,0.63000,0.79000,,0.202530,,0, ,5012389674623,Beans, , ,Standard, ,2056688, 
"Dunns River Butter Beans 400g","Dunns River Butter Beans 400g",0.70000, ,0.70000,0.79000,,0.113920,,0, ,5012389673992,Beans, , ,Standard, ,2056704, 
"DR Dried Thyme 200g","DR Dried Thyme 200g",3.83000, ,3.83000,4.99000,,0.232460,,0, ,5012389674678,spice, , ,Standard, ,2056728, 
"Encona Jamacan Jerk BBQ sauce 220ml","Encona Jamacan Jerk BBQ sauce 220ml",1.20000, ,1.20000,1.70000,,0.294120,,0, ,50761166,spice, , ,Standard, ,2056753, 
"Encona Hot Pepper Sauce","Encona Hot Pepper Sauce",1.50000, ,1.50000,1.99000,,0.246230,,0, ,5012389672780,spice, , ,Standard, ,2056780, 
"Encona Thai Chilli Sauce 142ml","Encona Thai Chilli Sauce 142ml",1.00000, ,1.00000,1.70000,,0.411760,,0, ,50761166,spice, , ,Standard, ,2056801, 
"Honeywell Semolina 1.8kg","Semolina 2kg",2.60000, ,2.60000,3.99000,,0.348370,,0, ,6156000022512,flour, , ,Standard, ,2057000, 
"Maggi Masala Noodles","Maggi Masala Noodles",0.16000, ,0.16000,0.25000,,0.360000,,0, ,8901058014235,noodles, , ,Standard, ,2057042, 
"Onga Classic 40g","Onga Classic 40g",0.34000, ,0.34000,0.60000,,0.433330,,0, ,6008155014167,spice, , ,Standard, ,2057134, 
"Ajinomoto 2","Ajinomoto 2",0.20000, ,0.20000,1.00000,,0.800000,,0, ,6156000071817, , , ,Standard, ,2067669, 
"Benny 3","Benny 3",0.58200, ,0.58200,1.00000,,0.418000,,0, ,"6009633520002,6009522309213,6009633520033", , , ,Standard, ,2067744, 
"Assorted mixed meat","Assorted mixed meat",4.84000, ,4.84000,6.99000,,0.307580,,0, ,0741813883229,"Frozen Protein", , ,Standard, ,2083305, 
"AH Periwinkle","AH Periwinkle",5.70000, ,5.70000,7.99000,,0.286610,,0, ,"632963452635,5061069145137","Frozen Protein", , ,Standard, ,2083315, 
"Shito 160g","Shito 160g",2.50000, ,2.50000,3.49000,,0.283670,,0, ,5061069144697,spice, , ,Standard, ,2099277, 
"RG Shito Mild sauce 160ml","RG Shito Mild sauce 160ml",2.00000, ,2.00000,3.49000,,0.426930,,0, ,5060645751489,spice, , ,Standard, ,2099283, 
Popcorn,Popcorn,2.00000, ,2.00000,2.99000,,0.331100,,0, ,5061099011457,Beans, , ,Standard, ,2099342, 
Pawpaw,Pawpaw,4.20000, ,4.20000,6.00000,,0.300000,,0, , ,Grocery, , ,Standard, ,2099387, 
"Chicken 10kg","Chicken 10kg",18.00000, ,18.00000,20.99000,,0.142450,,0, , ,"Frozen Protein", , ,Standard, ,2136049, 
"Grounded Egusi 200g","Egusi 200g",2.10000, ,2.10000,2.99000,,0.297660,,0, ,"1385454815660,5061069141399",Grocery, , ,Standard, ,2150722, 
"Dried Shrimp","Dried Shrimp",3.50000, ,3.50000,4.29000,,0.184150,,0, ,6934487743379,Fish, , ,Standard, ,2206399, 
"Shrimps peeled","Shrimps peeled",2.00000, ,2.00000,2.99000,,0.331100,,0, ,787099234393,Groceries, , ,Standard, ,2206429, 
"Shrimps peeled","Shrimps peeled",2.00000, ,2.00000,2.99000,,0.331100,,0, ,787099234393,Groceries, , ,Standard, ,2233477, 
"Goat meat with skin 1kg","Goat meat with skin 1kg",13.75000, ,13.75000,20.99000,,0.344930,,0, ,42072363637,"Frozen Protein", , ,Standard, ,2233485, 
"Kitchen Glory roll of 10","Kitchen Glory roll of 10",1.00000, ,1.00000,2.50000,,0.600000,,0, ,8804155502042,seasoning, , ,Standard, ,2277135, 
"Grace Mighty Malt","Grace Mighty Malt",0.91000, ,0.91000,1.50000,,0.393330,,0, ,5035139213569,Drinks, , ,Standard, ,2277137, 
"Onga Classic 8g","Onga Classic 8g",0.07000, ,0.07000,0.15000,,0.533330,,0, ,6008155014167,seasoning, , ,Standard, ,2277142, 
"Onga Stew 40g","Onga Stew 40g",0.07000, ,0.07000,0.20000,,0.650000,,0, ,6008155010169,seasoning, , ,Standard, ,2277144, 
"Chilli Powder 100g","Chilli Powder 100g",0.65000, ,0.65000,0.89000,,0.269660,,0, ,5061004299123,spice, , ,Standard, ,2277149, 
"Curry Powder Hot/Mild 100g","Curry Powder Hot/Mild 100g",0.60000, ,0.60000,0.89000,,0.325840,,0, ,"5060331890140,5060331897897",spice, , ,Standard, ,2277151, 
"Lemon Pepper 100g","Lemon Pepper 100g",0.90000, ,0.90000,1.29000,,0.302330,,0, ,5060331899891,spice, , ,Standard, ,2277157, 
"Pimento Ground","Pimento Ground",1.20000, ,1.20000,1.50000,,0.200000,,0, ,5060331898078,spice, , ,Standard, ,2277162, 
"Crushed Chili 100g","Crushed Chili 100g",0.83000, ,0.83000,1.29000,,0.356590,,0, ,5060331891246,spice, , ,Standard, ,2284327, 
"Puregro Ghana gari 1.5kg","Ghana gari 1.5kg",2.42000, ,2.42000,3.29000,,0.264440,,0, ,"5061004296382,5056876202272",Garri, , ,Standard, ,2284354, 
"Puregro Golden Basmati 20kg","Puregro Golden Basmati 20kg",29.99000, ,29.99000,34.99000,,0.142900,,0, ,5060331896654,Rice, , ,Standard, ,2284388, 
"Titus/Mackerel Fish","Titus/Mackerel Fish",4.41000, ,4.41000,6.00000,,0.265000,,0, , ,Fish, , ,Weighed, ,2284717, 
"Olu Olu Palm Oil 2Kg","Olu Olu Palm Oil 2Kg",7.50000, ,7.50000,9.99000,,0.249250,,0, ,6006506000869,Oil, , ,Standard, ,2284739, 
"Olu Olu Pam oil 1Ltr","Olu Olu Pam oil 1Ltr",4.00000, ,4.00000,5.50000,,0.272730,,0, ,6006506000777,Oil, , ,Standard, ,2322972, 
"Olu Olu Palmoil 4Ltr","Olu Olu Palmoil 4Ltr",13.33000, ,13.33000,17.99000,,0.259030,,0, ,6006506000951,Oil, , ,Standard, ,2322976, 
Cerevita,Cerevita,5.50000, ,5.50000,6.99000,,0.213160,,0, ,"6161107792145,6161107792367,6161106963997",Cereal, , ,Standard, ,2323001, 
"Maputi pk of 20","Maputi pk of 20",6.00000, ,6.00000,7.99000,,0.249060,,0, ,720310612051,Snack, , ,Standard, ,2323006, 
"Cooked Rice","Cooked Rice",4.80000, ,4.80000,5.50000,,0.127270,,0, , , , , ,Standard, ,2360518, 
"Ayer  Fish","Ayer  Fish",7.50000, ,7.50000,8.99000,,0.165740,,0, , ,Fish, , ,Weighed, ,2434787, 
"Crabs Blue 700g","Crabs Blue 700g",4.20000, ,4.20000,5.99000,,0.298830,,0, ,"5064922991261,5038167001832,2218471562493,694495500673",Fish, , ,Standard, ,2437157, 
"Pabda 500g","Pabda 500g",4.00000, ,4.00000,4.99000,,0.198400,,0, ,5010426305219,Fish, , ,Standard, ,2438359, 
"Tengra 500g","Tengra 500g",4.50000, ,4.50000,5.99000,,0.248750,,0, , ,Fish, , ,Standard, ,2438381, 
Koi,Koi,2.50000, ,2.50000,3.50000,,0.285710,,0, ,8125685625866,Fish, , ,Standard, ,2438394, 
"Magur Desi 500g","Magur Desi 500g",2.50000, ,2.50000,3.50000,,0.285710,,0, ,8125685625873,Fish, , ,Standard, ,2438408, 
"Keski Block 300g","Keski Block 300g",1.40000, ,1.40000,2.50000,,0.440000,,0, ,8125675625517,Fish, , ,Standard, ,2438446, 
"Desi Puti Block","Desi Puti Block",1.35000, ,1.35000,2.50000,,0.460000,,0, , ,Fish, , ,Standard, ,2439298, 
"Baspata Block 300g","Baspata Block 300g",2.25000, ,2.25000,3.50000,,0.357140,,0, ,8000675625210,Fish, , ,Standard, ,2439376, 
"Chilapata 300g","Chilapata 300g",2.25000, ,2.25000,3.50000,,0.357140,,0, ,8125675625760,Fish, , ,Standard, ,2439391, 
"De Rica Double Concentrate Tomato Paste 210g (Box of 24)","De Rica Double Concentrate Tomato Paste 210g (Box of 24)",0.96000, ,0.96000,1.27000,,0.244090,,0, , ,Grocery, , ,Standard, ,2470445, 
"De Rica Double Concentrate Tomato Paste 400g (Box of 24)","De Rica Double Concentrate Tomato Paste 400g (Box of 24)",1.33000, ,1.33000,1.73000,,0.231210,,0, , ,Grocery, , ,Standard, ,2470446, 
"Puregro Gold Instant Ginger Tea 360g","Puregro Gold Instant Ginger Tea 360g",2.09000, ,2.09000,2.99000,,0.301000,,0, ,5061004299420,Tea, , ,Standard, ,2470476, 
"Sky ALM 200ml (pack of 24)","Sky ALM 200ml (pack of 24)",2.00000, ,2.00000,2.60000,,0.230770,,0, , ,Drinks, , ,Standard, ,2500557, 
"Sky C/G (Pack of 24)","Sky C/G (Pack of 24)",0.75000, ,0.75000,0.98000,,0.234690,,0, , ,seasoning, , ,Standard, ,2500558, 
"Sky Cubes CHK Green (48x8g)","Sky Cubes CHK Green (48x8g)",2.00000, ,2.00000,2.60000,,0.230770,,0, , ,seasoning, , ,Standard, ,2500559, 
"Sky Mrnd 250ml (Pack of )","Sky Mrnd 250ml (Pack of )",0.58000, ,0.58000,0.75000,,0.226670,,0, , ,Drinks, , ,Standard, ,2500560, 
"Sky  GMC (Box 0f 24)","Sky  GMC (Box 0f 24)",0.46000, ,0.46000,0.60000,,0.233330,,0, , ,Beverage, , ,Standard, ,2500573, 
"Puregro Easy Cook Rice 2kg PM","Puregro Easy Cook Rice 2kg PM",2.09000, ,2.09000,2.69000,,0.223050,,0, ,5061004291004,Rice, , ,Standard, ,2500582, 
"Puregro Cinnamon Tea 40g PM","Puregro Cinnamon Tea 40g PM",1.17000, ,1.17000,1.79000,,0.346370,,0, ,5061004295873,Tea, , ,Standard, ,2500586, 
"Puregro Hausa Koko 1kg PM","Puregro Hausa Koko 1kg PM",3.58000, ,3.58000,4.99000,,0.282570,,0, ,5061004299017,Beverage, , ,Standard, ,2500587, 
"Puregro Lemongrass Tea 40g PM","Puregro Lemongrass Tea 40g PM",1.17000, ,1.17000,1.79000,,0.346370,,0, ,5061004295910,Tea, , ,Standard, ,2500588, 
"Puregro Peppermint Tea 40g PM","Puregro Peppermint Tea 40g PM",1.17000, ,1.17000,1.79000,,0.346370,,0, ,5061004295842,Tea, , ,Standard, ,2500589, 
"Puregro Pimento (All spice) Whole","Puregro Pimento (All spice) Whole",1.10000, ,1.10000,1.69000,,0.349110,,0, ,5060331898078, , , ,Standard, ,2500592, 
"Puregro Popcorn kernels 2kg","Puregro Popcorn kernels 2kg",3.70000, ,3.70000,5.00000,,0.260000,,0, ,5061004299635,snacks, , ,Standard, ,2500593, 
"Saxa Table Salt","Saxa Table Salt",1.33000, ,1.33000,1.75000,,0.240000,,0, ,5010024111069,seasoning, , ,Standard, ,2500594, 
"Sky GMB","Sky GMB",0.61000, ,0.61000,0.81000,,0.246910,,0, , ,seasoning, , ,Standard, ,2500599, 
"Peacock Yellow 10kg","Peacock Yellow 10kg",16.50000, ,16.50000,20.99000,,0.213910,,0, ,5010225001503,Rice, , ,Standard, ,2506326, 
"Lal quila Rice 2kg","Lal quila Rice 2kg",3.70000, ,3.70000,4.99000,,0.258520,,0, ,8901161108104,Rice, , ,Standard, ,2506379, 
"Lal Quila Rice 5kg","La Quila Rice 5kg",9.99000, ,9.99000,12.50000,,0.200800,,0, ,8901161104762,Rice, , ,Standard, ,2506397, 
"Lal Quila Rice 10kg","La Quila Rice 10kg",18.99000, ,18.99000,22.99000,,0.173990,,0, ,8901161104922,Rice, , ,Standard, ,2506413, 
"Cinnamon Tea","Puregro Cinnamon Tea",1.20000, ,1.20000,1.79000,,0.329610,,0, ,5061004295873,Tea, , ,Standard, ,2507530, 
"Dalgety Pure Pepermint Tea","Pepermint Tea",1.20000, ,1.20000,1.79000,,0.329610,,0, ,5061004295842,Tea, , ,Standard, ,2507630, 
"Puregro Popcorn Kernels","Puregro Popcorn Kernels",1.83000, ,1.83000,2.79000,,0.344090,,0, ,5061004299635,Snack, , ,Standard, ,2507684, 
"Malta Guiness Bottle","Guiness Malta Bottle",0.59000, ,0.59000,1.00000,,0.410000,,0, ,5000213011942,Drinks, , ,Standard, ,2507754, 
"Mirinda Box","Mirinda Box",13.99000, ,13.99000,16.99000,,0.176570,,0, ,012000034459,Drinks, , ,Standard, ,2507879, 
Pfuko,Pfuko,1.20000, ,1.20000,1.70000,,0.294120,,0, ,6005572002203,Drinks, , ,Standard, ,2507938, 
"Mayonnaiose 750g","Mayonnaiose 750g",5.50000, ,5.50000,6.99000,,0.213160,,0, ,6009522301262,Grocery, , ,Standard, ,2507950, 
"Yam Box","Yam Box",36.38000, ,36.38000,46.00000,,0.209130,,0, , ,Tubers, , ,Standard, ,2677616, 
"Whole Pimento","Whole Pimento",1.50000, ,1.50000,1.99000,,0.246230,,0, ,5012389670151,spice, , ,Standard, ,2704255, 
"Whole Pimento","Whole Pimento",1.50000, ,1.50000,1.99000,,0.246230,,0, ,5012389670151,spice, , ,Standard, ,2704261, 
"Dunns River Barbeque seasoning","Dunns River Barbeque seasoning",0.88000, ,0.88000,1.50000,,0.413330,,0, ,5012389670038,spice, , ,Standard, ,2704272, 
"Dunns River Everyday Seasoning 700g","Everyday Seasoning",3.83000, ,3.83000,4.99000,,0.232460,,0, ,5012389670021,spice, , ,Standard, ,2704276, 
"Dunns River Oxtail Seasoning","Oxtail Seasoning",0.88000, ,0.88000,1.50000,,0.413330,,0, ,5012389670502,seasoning, , ,Standard, ,2704284, 
"Tolly Boy 10kg","Tolly Boy 10kg",13.49000, ,13.49000,16.99000,,0.206000,,0, ,5015821121662,Rice, , ,Standard, ,2742245, 
"Ayoola Cassava Fufu 1.8kg","Ayoola Cassava Fufu 1.8kg",5.20000, ,5.20000,6.99000,,0.256080,,0, ,6151100001443,flour, , ,Standard, ,2742254, 
"Badia Jalapeno","Badia Jalapeno",1.82000, ,1.82000,2.50000,,0.272000,,0, ,033844007522,spice, , ,Standard, ,2742261, 
"Gino Curry Powder","Gino Curry Powder",0.08000, ,0.08000,0.20000,,0.600000,,0, ,8410300366324,spice, , ,Standard, ,2742279, 
"Honeywell Semolina 5Kg","Honeywell Semolina 5Kg",8.20000, ,8.20000,10.50000,,0.219050,,0, ,6156000022543,flour, , ,Standard, ,2742290, 
"Puregro Aroma PlatinumExtra Long Rice 2kg","Puregro Aroma PlatinumExtra Long Rice 2kg",3.50000, ,3.50000,4.29000,,0.184150,,0, ,8906049094234,Rice, , ,Standard, ,2742410, 
"Puregro Jollof Rice Seasoning 100g","Puregro Jollof Rice Seasoning 100g",0.95000, ,0.95000,1.29000,,0.263570,,0, ,5060331899877,seasoning, , ,Standard, ,2742481, 
"Puregro Oregano","Puregro Oregano",0.50000, ,0.50000,0.79000,,0.367090,,0, ,5060331899853,seasoning, , ,Standard, ,2742483, 
"Puregro Parsely 80g","Puregro Parsely 80g",0.95000, ,0.95000,1.49000,,0.362420,,0, ,5061004295286,spice, , ,Standard, ,2742485, 
"AH Yellow Corn Dough 2kg","AH Yellow Corn Dough 2kg",3.20000, ,3.20000,4.99000,,0.358720,,0, ,5061004297327,Groceries, , ,Standard, ,2742540, 
"Schwepps pk 6","Schwepps pk 6",4.25000, ,4.25000,5.50000,,0.227270,,0, , ,Drinks, , ,Standard, ,2742645, 
"Unifresh Banku Mix 500g","Unifresh Banku Mix 500g",2.50000, ,2.50000,3.50000,,0.285710,,0, ,6034000296679,flour, , ,Standard, ,2742672, 
"Unifresh Fufu 4kg","Unifresh Fufu 4kg",8.00000, ,8.00000,9.99000,,0.199200,,0, , ,flour, , ,Standard, ,2742678, 
"Unifresh Tom Brown 500g","Unifresh Tom Brown 500g",2.50000, ,2.50000,3.50000,,0.285710,,0, ,6034000296655,flour, , ,Standard, ,2742718, 
"Ofada Oil 2Ltr","Ofada Oil 2Ltr",4.20000, ,4.20000,5.99000,,0.298830,,0, , ,Oil, , ,Standard, ,2742742, 
"Yellow Rodo","Yellow Rodo",3.98000, ,3.98000,7.50000,,0.469330,,0, , ,Peppers, , ,Weighed, ,2742771, 
"Ogiri 50g","Ogiri 50g",4.17000, ,4.17000,5.99000,,0.303840,,0, , ,spice, , ,Standard, ,2742794, 
"stock fish head","stock fish head",2.70000, ,2.70000,4.50000,,0.400000,,0, ,5061069142044,Fish, , ,Standard, ,2742824, 
Lipton,Lipton,1.00000, ,1.00000,1.50000,,0.333330,,0, ,8720608603145,Tea, , ,Standard, ,2830243, 
"Unripe Plantain chips","Unripe Plantain chips",3.00000, ,3.00000,4.50000,,0.333330,,0, ,6156000314648,Snack, , ,Standard, ,2834566, 
"Unripe Plantain chips","Unripe Plantain chips",3.00000, ,3.00000,4.50000,,0.333330,,0, ,6156000314648,Snack, , ,Standard, ,2856665, 
"Egusi/Melon 400g","Egusi/Melon 400g",4.50000, ,4.50000,6.99000,,0.356220,,0, ,4451255513,Groceries, , ,Standard, ,2856704, 
"De rica Double Concentrate 70g Box of 50","De rica Double Concentrate 70g Box of 50",22.99000, ,22.99000,29.00000,,0.207240,,29.00000, , ,seasoning, , ,Standard, ,2904550, 
"Nido Powdered Milk 900g","Nido Powdered Milk 900g",9.20000, ,9.20000,11.99000,,0.232690,,0, ,8715000998647,Milk, , ,Standard, ,2905142, 
"Yellow Pepper","Yellow Peppet",8.43000, ,8.43000,12.00000,,0.297500,,0, , ,spice, , ,Weighed, ,2906672, 
"Corn Dough 2kg","Corn Dough",4.30000, ,4.30000,4.99000,,0.138280,,0, ,5061025220007,Grocery, , ,Standard, ,2906689, 
"Ghana Taste Cassava Dough 2kg","Cassava Dough 2kg",3.60000, ,3.60000,4.99000,,0.278560,,0, , ,Grocery, , ,Standard, ,2906704, 
"AH Chin Chin 500g","AH Chin Chin 500g",2.20000, ,2.20000,3.49000,,0.369630,,0, ,"5061069143416,5061069143331",snacks, , ,Standard, ,2906895, 
"Yam Flour 10kg","Yam Flour 10kg",22.54000, ,22.54000,28.99000,,0.222490,,0, , ,flour, , ,Standard, ,2906978, 
HoneyComb,HoneyComb,5.63000, ,5.63000,7.50000,,0.249330,,0, ,0741813882918,"Frozen Protein", , ,Standard, ,2907173, 
"AH Ground Egusi/Melon 400g","Egusi/Melon 400g",4.20000, ,4.20000,5.89000,,0.286930,,0, ,5061069142501,Groceries, , ,Standard, ,2921543, 
"Ripe Plantain box","Plantain box",41.60000, ,41.60000,54.00000,,0.229630,,0, , ,Groceries, , ,Standard, ,2921555, 
"tomatoes 1/Kg","tomatoes 1/Kg",2.00000, ,2.00000,3.00000,,0.333330,,0, , ,vegetrables, , ,Weighed, ,2933688, 
"Tilapia 800g-1200g (big)","Tilapia 800g-1200g (big)",7.00000, ,7.00000,10.99000,,0.363060,,0, ,"7141043771892,787099234515,7141043771977,7109612865076",Fish, , ,Standard, ,2933929, 
"Xpression Super braid","Xpression Super braid",7.00000, ,7.00000,9.00000,,0.222220,,0, , ,Groceries, , ,Standard, ,3041911, 
"Xpression Rich braid","Xpression Rich braid",4.00000, ,4.00000,5.00000,,0.200000,,0, , ,Hair, , ,Standard, ,3041929, 
"Peacock Yellow 5kg","Peacock Yellow 5kg",9.50000, ,9.50000,11.99000,,0.207670,,0, , ,Rice, , ,Standard, ,3093160, 
"Tolly Boy 5kg","Tolly Boy 5kg",7.49000, ,7.49000,8.99000,,0.166850,,0, ,5015821123789,Rice, , ,Standard, ,3093185, 
"Olu Olu Poundo 1.2kg","Olu Olu Poundo 1.2kg",4.40000, ,4.40000,5.99000,,0.265440,,0, ,5030666000330,flour, , ,Standard, ,3094478, 
